disasterNumber,incidentType,declarationTitle,fips_code,state,designatedArea,incidentBeginDate,industry,post_disaster_exits,baseline_exits,excess_exits
4487,Biological,COVID-19 PANDEMIC,37183,NC,Wake (County),2020-01-20 00:00:00+00:00,Supermarkets,0,1,-1
4487,Biological,COVID-19 PANDEMIC,37183,NC,Wake (County),2020-01-20 00:00:00+00:00,Hospital & Health Care,2,1,1
4487,Biological,COVID-19 PANDEMIC,37183,NC,Wake (County),2020-01-20 00:00:00+00:00,Pharmaceuticals,1,2,-1
4487,Biological,COVID-19 PANDEMIC,37183,NC,Wake (County),2020-01-20 00:00:00+00:00,Education Management,0,1,-1
4487,Biological,COVID-19 PANDEMIC,37183,NC,Wake (County),2020-01-20 00:00:00+00:00,Non-Profit Organization Management,1,0,1
4487,Biological,COVID-19 PANDEMIC,37183,NC,Wake (County),2020-01-20 00:00:00+00:00,Individual & Family Services,1,0,1
4487,Biological,COVID-19 PANDEMIC,37183,NC,Wake (County),2020-01-20 00:00:00+00:00,Biotechnology,0,2,-2
4487,Biological,COVID-19 PANDEMIC,37183,NC,Wake (County),2020-01-20 00:00:00+00:00,Telecommunications,0,1,-1
4487,Biological,COVID-19 PANDEMIC,37183,NC,Wake (County),2020-01-20 00:00:00+00:00,Information Technology and Services,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12031,FL,Duval (County),2020-01-20 00:00:00+00:00,Retail,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12031,FL,Duval (County),2020-01-20 00:00:00+00:00,Accounting,1,0,1
4486,Biological,COVID-19 PANDEMIC,12031,FL,Duval (County),2020-01-20 00:00:00+00:00,Design,1,0,1
4486,Biological,COVID-19 PANDEMIC,12031,FL,Duval (County),2020-01-20 00:00:00+00:00,Higher Education,1,0,1
4486,Biological,COVID-19 PANDEMIC,12031,FL,Duval (County),2020-01-20 00:00:00+00:00,Hospital & Health Care,1,0,1
4486,Biological,COVID-19 PANDEMIC,12057,FL,Hillsborough (County),2020-01-20 00:00:00+00:00,Real Estate,0,2,-2
4486,Biological,COVID-19 PANDEMIC,12057,FL,Hillsborough (County),2020-01-20 00:00:00+00:00,Construction,1,0,1
4486,Biological,COVID-19 PANDEMIC,12057,FL,Hillsborough (County),2020-01-20 00:00:00+00:00,Government Administration,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12057,FL,Hillsborough (County),2020-01-20 00:00:00+00:00,Computer & Network Security,1,1,0
4486,Biological,COVID-19 PANDEMIC,12057,FL,Hillsborough (County),2020-01-20 00:00:00+00:00,Internet,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12057,FL,Hillsborough (County),2020-01-20 00:00:00+00:00,Higher Education,3,0,3
4486,Biological,COVID-19 PANDEMIC,12057,FL,Hillsborough (County),2020-01-20 00:00:00+00:00,Management Consulting,1,1,0
4486,Biological,COVID-19 PANDEMIC,12057,FL,Hillsborough (County),2020-01-20 00:00:00+00:00,Education Management,2,0,2
4486,Biological,COVID-19 PANDEMIC,12057,FL,Hillsborough (County),2020-01-20 00:00:00+00:00,Defense & Space,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12057,FL,Hillsborough (County),2020-01-20 00:00:00+00:00,Non-Profit Organization Management,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12057,FL,Hillsborough (County),2020-01-20 00:00:00+00:00,"Health, Wellness and Fitness",1,0,1
4486,Biological,COVID-19 PANDEMIC,12057,FL,Hillsborough (County),2020-01-20 00:00:00+00:00,E-Learning,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12057,FL,Hillsborough (County),2020-01-20 00:00:00+00:00,Hospitality,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12057,FL,Hillsborough (County),2020-01-20 00:00:00+00:00,Sports,0,2,-2
4486,Biological,COVID-19 PANDEMIC,12057,FL,Hillsborough (County),2020-01-20 00:00:00+00:00,Online Media,1,0,1
4486,Biological,COVID-19 PANDEMIC,12057,FL,Hillsborough (County),2020-01-20 00:00:00+00:00,Financial Services,1,1,0
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Computer Software,2,1,1
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Software Development,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Pharmaceuticals,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Sports,2,0,2
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Broadcast Media,1,0,1
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Medical Devices,1,1,0
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Consumer Electronics,1,0,1
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Mental Health Care,1,0,1
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Internet,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,"Leisure, Travel & Tourism",0,1,-1
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Hospitality,1,0,1
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Automotive,1,0,1
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Primary/Secondary Education,1,0,1
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Marketing and Advertising,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Publishing,2,0,2
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Telecommunications,2,0,2
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Real Estate,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Food & Beverages,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Apparel & Fashion,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Higher Education,4,2,2
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Hospital & Health Care,1,1,0
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Education Management,0,3,-3
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,"Health, Wellness and Fitness",1,0,1
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Media Production,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12086,FL,Miami-Dade (County),2020-01-20 00:00:00+00:00,Newspapers,1,0,1
4486,Biological,COVID-19 PANDEMIC,12095,FL,Orange (County),2020-01-20 00:00:00+00:00,Environmental Services,1,0,1
4486,Biological,COVID-19 PANDEMIC,12095,FL,Orange (County),2020-01-20 00:00:00+00:00,Entertainment Providers,1,0,1
4486,Biological,COVID-19 PANDEMIC,12095,FL,Orange (County),2020-01-20 00:00:00+00:00,Entertainment,3,3,0
4486,Biological,COVID-19 PANDEMIC,12095,FL,Orange (County),2020-01-20 00:00:00+00:00,Internet,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12095,FL,Orange (County),2020-01-20 00:00:00+00:00,Higher Education,2,1,1
4486,Biological,COVID-19 PANDEMIC,12095,FL,Orange (County),2020-01-20 00:00:00+00:00,Market Research,1,0,1
4486,Biological,COVID-19 PANDEMIC,12095,FL,Orange (County),2020-01-20 00:00:00+00:00,Hospital & Health Care,1,0,1
4486,Biological,COVID-19 PANDEMIC,12095,FL,Orange (County),2020-01-20 00:00:00+00:00,Education Management,0,3,-3
4486,Biological,COVID-19 PANDEMIC,12095,FL,Orange (County),2020-01-20 00:00:00+00:00,Defense & Space,1,0,1
4486,Biological,COVID-19 PANDEMIC,12095,FL,Orange (County),2020-01-20 00:00:00+00:00,Non-Profit Organization Management,1,0,1
4486,Biological,COVID-19 PANDEMIC,12095,FL,Orange (County),2020-01-20 00:00:00+00:00,"Health, Wellness and Fitness",1,0,1
4486,Biological,COVID-19 PANDEMIC,12095,FL,Orange (County),2020-01-20 00:00:00+00:00,Hospitality,1,1,0
4486,Biological,COVID-19 PANDEMIC,12095,FL,Orange (County),2020-01-20 00:00:00+00:00,Information Technology and Services,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12099,FL,Palm Beach (County),2020-01-20 00:00:00+00:00,Marketing and Advertising,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12099,FL,Palm Beach (County),2020-01-20 00:00:00+00:00,Hospitality,0,1,-1
4486,Biological,COVID-19 PANDEMIC,12099,FL,Palm Beach (County),2020-01-20 00:00:00+00:00,Primary/Secondary Education,1,0,1
4486,Biological,COVID-19 PANDEMIC,12099,FL,Palm Beach (County),2020-01-20 00:00:00+00:00,Defense & Space,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48029,TX,Bexar (County),2020-01-20 00:00:00+00:00,Staffing and Recruiting,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48029,TX,Bexar (County),2020-01-20 00:00:00+00:00,Law Practice,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48029,TX,Bexar (County),2020-01-20 00:00:00+00:00,Museums and Institutions,1,0,1
4485,Biological,COVID-19 PANDEMIC,48029,TX,Bexar (County),2020-01-20 00:00:00+00:00,Entertainment,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48029,TX,Bexar (County),2020-01-20 00:00:00+00:00,Military,2,0,2
4485,Biological,COVID-19 PANDEMIC,48029,TX,Bexar (County),2020-01-20 00:00:00+00:00,Research,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48029,TX,Bexar (County),2020-01-20 00:00:00+00:00,Higher Education,2,3,-1
4485,Biological,COVID-19 PANDEMIC,48029,TX,Bexar (County),2020-01-20 00:00:00+00:00,Management Consulting,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48029,TX,Bexar (County),2020-01-20 00:00:00+00:00,Hospital & Health Care,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48029,TX,Bexar (County),2020-01-20 00:00:00+00:00,Defense & Space,2,0,2
4485,Biological,COVID-19 PANDEMIC,48029,TX,Bexar (County),2020-01-20 00:00:00+00:00,"Health, Wellness and Fitness",1,0,1
4485,Biological,COVID-19 PANDEMIC,48029,TX,Bexar (County),2020-01-20 00:00:00+00:00,Oil & Energy,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48029,TX,Bexar (County),2020-01-20 00:00:00+00:00,Information Technology and Services,1,0,1
4485,Biological,COVID-19 PANDEMIC,48029,TX,Bexar (County),2020-01-20 00:00:00+00:00,"Technology, Information and Internet",0,1,-1
4485,Biological,COVID-19 PANDEMIC,48029,TX,Bexar (County),2020-01-20 00:00:00+00:00,Financial Services,1,4,-3
4485,Biological,COVID-19 PANDEMIC,48085,TX,Collin (County),2020-01-20 00:00:00+00:00,Retail,1,0,1
4485,Biological,COVID-19 PANDEMIC,48085,TX,Collin (County),2020-01-20 00:00:00+00:00,"Health, Wellness and Fitness",1,0,1
4485,Biological,COVID-19 PANDEMIC,48085,TX,Collin (County),2020-01-20 00:00:00+00:00,Hospitality,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48085,TX,Collin (County),2020-01-20 00:00:00+00:00,Sports,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48085,TX,Collin (County),2020-01-20 00:00:00+00:00,Telecommunications,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Environmental Services,1,1,0
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Retail,1,1,0
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Airlines/Aviation,1,4,-3
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Accounting,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Computer Software,4,1,3
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Education Administration Programs,1,0,1
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Non-Profit Organization Management,2,0,2
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Oil & Energy,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Commercial Real Estate,1,0,1
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,"Technology, Information and Internet",1,1,0
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,International Affairs,1,0,1
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Wine and Spirits,1,0,1
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Internet,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,E-Learning,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Hospitality,1,1,0
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Government Administration,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Marketing and Advertising,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Banking,1,0,1
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Information Technology and Services,1,1,0
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Telecommunications,0,2,-2
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Financial Services,4,1,3
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Philanthropy,1,0,1
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Real Estate,2,2,0
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Staffing and Recruiting,1,0,1
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Semiconductors,0,2,-2
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Outsourcing and Offshoring Consulting,1,0,1
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Hospital & Health Care,6,0,6
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Consumer Services,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Defense & Space,1,3,-2
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Education Management,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48113,TX,Dallas (County),2020-01-20 00:00:00+00:00,Utilities,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Public Safety,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Environmental Services,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Computer Software,1,0,1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Pharmaceuticals,1,0,1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Biotechnology,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Non-Profit Organization Management,2,0,2
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Civil Engineering,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Oil & Energy,7,11,-4
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Commercial Real Estate,1,0,1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Human Resources,0,2,-2
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Sports,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Insurance,1,0,1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,"Technology, Information and Internet",1,0,1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Electrical/Electronic Manufacturing,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Aviation & Aerospace,1,1,0
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Primary/Secondary Education,1,0,1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Performing Arts,1,0,1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Management Consulting,1,0,1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Information Technology and Services,1,1,0
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Think Tanks,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Public Relations and Communications Services,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Real Estate,1,0,1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Staffing and Recruiting,1,0,1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Medical Practice,2,1,1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Legal Services,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Design,1,0,1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Higher Education,7,3,4
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Education Management,5,0,5
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Hospital & Health Care,8,4,4
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,"Health, Wellness and Fitness",1,0,1
4485,Biological,COVID-19 PANDEMIC,48201,TX,Harris (County),2020-01-20 00:00:00+00:00,Utilities,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Environmental Services,1,1,0
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Retail,1,0,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Motion Pictures and Film,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Computer Software,2,6,-4
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Restaurants,1,1,0
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Biotechnology,2,3,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Sports,2,1,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Insurance,2,1,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Medical Devices,1,0,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Broadcast Media,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Internet News,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Law Practice,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Computer & Network Security,1,0,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Consumer Electronics,2,2,0
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Internet,2,4,-2
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Legislative Office,2,0,2
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Mental Health Care,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Electrical/Electronic Manufacturing,0,2,-2
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Civic & Social Organization,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Civic and Social Organizations,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Public Relations and Communications,1,0,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Consumer Goods,2,0,2
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Hospitality,2,1,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,"Leisure, Travel & Tourism",0,2,-2
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Public Policy,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Automotive,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Primary/Secondary Education,1,1,0
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Government Administration,2,0,2
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Construction,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Marketing and Advertising,1,3,-2
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Truck Transportation,1,0,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Research,1,0,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Advertising Services,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Biotechnology Research,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Performing Arts,1,0,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Management Consulting,1,0,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Investment Management,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Information Services,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Information Technology and Services,3,4,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Legislative Offices,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Online Media,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Financial Services,1,2,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Venture Capital & Private Equity,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Semiconductors,1,4,-3
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Staffing and Recruiting,1,0,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Food & Beverages,1,2,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Real Estate,0,1,-1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,"Physical, Occupational and Speech Therapists",1,0,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Medical Practice,1,0,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Legal Services,1,0,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Design,1,0,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Higher Education,7,4,3
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Education Management,4,1,3
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Hospital & Health Care,3,1,2
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Defense & Space,1,0,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,"Health, Wellness and Fitness",1,0,1
4485,Biological,COVID-19 PANDEMIC,48453,TX,Travis (County),2020-01-20 00:00:00+00:00,Furniture,1,0,1
4484,Biological,COVID-19 PANDEMIC,22071,LA,Orleans (Parish),2020-01-20 00:00:00+00:00,Primary/Secondary Education,1,0,1
4484,Biological,COVID-19 PANDEMIC,22071,LA,Orleans (Parish),2020-01-20 00:00:00+00:00,Education Management,2,0,2
